"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US01103","Morgan County, Alabama","46990","1491","8.2","2.1","4.8","1.8","10.9","2.1","14.1","3","14.3","2.1","20.8","3.3","11.9","2.4","8.6","1.8","3.6","1.1","2.8","0.9","47229","2654","62510","4237","28.8","(X)","(X)","(X)","(X)","(X)","31738","1926","7.4","2.3","2.8","1.6","8.4","2.8","8.3","2.5","15.1","2.8","21.7","4.2","15.6","3.2","11.8","2.6","5","1.6","3.9","1.3","58750","5024","73878","6522","(X)","(X)","28.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","71662","5906","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15252","1694","11","4.5","9","3.7","16.4","5","25.5","6.6","12.9","3.4","17.8","5.9","4.3","1.9","2.1","1.4","0.6","0.7","0.5","0.6","28348","1950","37696","4773","(X)","(X)","(X)","(X)","29.8","(X)"
"0500000US01115","St. Clair County, Alabama","31856","1252","4.7","1.7","6.5","2.3","9.7","2.4","11.9","3.5","11.7","3.5","23.9","4.2","14.5","3.8","13.1","3.8","2.9","2","1","1","54484","5394","64481","7146","35.2","(X)","(X)","(X)","(X)","(X)","22800","1878","2.6","1.5","3.4","1.9","7.8","2.8","10.2","3.6","9.8","3.8","28","5.2","17.3","4.7","15.4","4.4","4.1","2.7","1.4","1.3","63270","3533","73698","8962","(X)","(X)","35","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","68128","6727","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9056","1527","11.1","4.9","13.9","6.5","18.2","5.7","13","5.4","18.1","7.8","14.3","6.7","5.7","3.7","5.7","5.5","0","1.7","0","1.7","32836","4688","37880","5681","(X)","(X)","(X)","(X)","35.9","(X)"
"0500000US01117","Shelby County, Alabama","76798","1465","4.4","1.4","3.5","1.1","6.2","1.3","7.6","1.4","10.8","1.7","20.6","2.1","14.2","1.9","18.9","1.9","6.4","1.2","7.5","1.3","70192","2858","92323","6652","31.7","(X)","(X)","(X)","(X)","(X)","54552","2029","1.6","0.8","1.4","0.8","4.2","1.2","5.1","1.5","9.9","1.9","20.3","2.4","16.1","2.4","23.4","2.5","7.9","1.5","10","1.9","85625","3199","109184","9294","(X)","(X)","32.5","(X)","(X)","(X)","45271","2152","1","0.7","1.3","1","1.9","0.7","3.5","1.2","8.5","1.9","20.8","2.6","16","2.8","26.4","3","8.8","1.7","11.8","2.3","95535","6373","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22246","1696","11.6","4.2","8.7","2.8","11.9","3.6","13.9","3.1","14.6","4","21.3","4.2","9.2","3","5.4","2.2","2","1.2","1.3","1","37524","5326","48094","4699","(X)","(X)","(X)","(X)","28.6","(X)"
"0500000US01121","Talladega County, Alabama","31379","1404","11.5","3.3","7.7","2.6","16.8","3.6","14.4","3.2","13.6","2.9","15.1","3.3","9.5","2.3","7.7","2.5","2.5","1.3","1.1","0.8","34451","4142","50644","5005","36.7","(X)","(X)","(X)","(X)","(X)","20869","1791","7.2","3","3.2","2.1","14.7","4.1","15.9","4.3","11.5","3.4","20.2","4.6","12","3","10.2","3.6","3.8","2","1.1","1.1","45890","7205","58865","6282","(X)","(X)","39.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60328","6896","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10510","1475","23.7","7.5","17.5","5.9","20.9","6.2","9.9","4","16","5.6","6.2","2.9","3.4","2.6","1.4","1.1","0","1.4","0.9","1.1","20796","3273","31802","8659","(X)","(X)","(X)","(X)","28.6","(X)"
"0500000US01125","Tuscaloosa County, Alabama","71195","2064","9.7","1.5","5.7","1.3","11.6","1.8","10.4","1.7","13.2","1.9","17.5","2.3","11.6","1.9","13.1","2","3.7","1.2","3.5","0.9","49067","3704","65629","3379","44.2","(X)","(X)","(X)","(X)","(X)","46648","2117","5.9","1.6","3.1","1.1","9.8","2.3","9.1","2","12.3","2.5","19.2","3","14.3","2.5","16.7","2.8","4.8","1.6","4.9","1.2","59248","4565","77937","5264","(X)","(X)","47.3","(X)","(X)","(X)","31633","1836","2.2","1.3","0.9","0.7","4.2","2.3","4.9","2","11.1","2.8","21.7","3.5","17.4","3.2","23.7","3.9","6.9","2.2","6.9","1.8","81272","5740","97665","7044","(X)","(X)","(X)","(X)","(X)","(X)","24547","2243","18.3","3.4","12","3.7","17","3.3","10.2","2.9","14.7","2.9","13","3.3","7.4","3.1","4.8","2.2","1.6","1.8","1","0.8","27969","5076","40091","4345","(X)","(X)","(X)","(X)","36.9","(X)"
"0500000US01127","Walker County, Alabama","24452","1286","12.1","3.4","8.6","2.6","13.4","2.9","15.8","3.3","12","2.7","15.5","3.7","10.9","2.7","9.1","2.6","1.4","1.1","1.2","1","35056","3551","50172","4333","38.7","(X)","(X)","(X)","(X)","(X)","16398","1348","7.2","3.4","4.2","2.9","11.3","3.4","14.8","3.7","13.5","3.7","20.1","4.9","12.7","3.5","12.5","3.6","1.9","1.5","1.8","1.5","49092","5528","60740","5528","(X)","(X)","36.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60477","5075","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8054","1172","25.2","7.5","15.1","5.4","18.7","5.9","18.9","6","8.5","3.4","7.3","3.9","3.7","2.7","2.6","3","0","1.9","0","1.9","19777","3872","26425","3722","(X)","(X)","(X)","(X)","40.7","(X)"
"0500000US02020","Anchorage Municipality, Alaska","104936","1982","3.3","1.1","2.7","0.9","5.2","1.2","7.5","1.5","11.5","1.8","16.9","1.9","13.7","2","20.8","2.2","9.7","1.4","8.7","1.4","78662","3684","105888","6087","30","(X)","(X)","(X)","(X)","(X)","67371","2131","2.4","1","1.5","0.8","5.2","1.5","5.2","1.6","8.9","1.7","16.7","2.5","12.2","2.3","24.7","3.1","11.8","1.7","11.3","1.9","94419","7728","120723","7958","(X)","(X)","30.7","(X)","(X)","(X)","46824","2242","0.4","0.4","0.7","0.4","1.6","0.9","2.5","0.9","6.8","1.8","15.2","2.5","13.2","2.5","29.7","3.7","15.9","2.2","14.1","2.4","113837","5651","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37565","2505","5.4","2.3","4.9","1.9","6.7","2.3","11.4","2.6","16.6","3.6","19.3","3.1","15.2","3.4","13.8","3.1","2.9","1.1","3.8","1.8","53809","4855","73528","8265","(X)","(X)","(X)","(X)","24.8","(X)"
"0500000US02090","Fairbanks North Star Borough, Alaska","35475","1435","2.9","1.4","4.1","2.1","5.1","2.1","6.2","2","13.2","2.9","20","3.5","17.1","4.1","16.6","3.4","8.7","2.4","6.1","2.1","72975","6660","88857","6787","31.1","(X)","(X)","(X)","(X)","(X)","22945","1856","2","1.5","0.5","0.9","1.5","1.1","6","2.8","12.8","3.8","19.3","4.5","16.6","5","19.8","4.3","12.4","3.4","9.1","3.1","88211","7772","104460","8349","(X)","(X)","31.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92500","6816","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12530","1990","6.7","3.8","10.5","5.5","12.2","5.6","8.4","3.9","14.1","5","19.2","6.1","17.1","7.8","9.6","5.3","1.8","2","0.4","0.7","46935","11273","55996","7776","(X)","(X)","(X)","(X)","28.6","(X)"
"0500000US02170","Matanuska-Susitna Borough, Alaska","30665","738","4.3","1.1","2.6","0.8","7.4","1.4","7.6","1.4","11.7","2","15.6","2.1","17.3","2","20.8","2.3","8.1","1.6","4.5","1.2","76427","5336","85296","3851","37.1","(X)","(X)","(X)","(X)","(X)","22087","910","2.2","1","2","0.9","4.2","1.2","7.2","1.7","9.7","2.2","16.2","2.5","19","2.4","24.1","2.8","9.8","2.2","5.6","1.5","87320","5401","95370","4692","(X)","(X)","36","(X)","(X)","(X)","17628","903","0.7","0.6","0.8","0.5","2.9","1.2","4.3","1.3","8.2","2.2","16.8","2.8","19.7","2.8","28.2","3.3","11.7","2.5","6.8","1.9","97098","3369","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8578","736","10.8","3","6.7","2.4","16.3","4.3","10.9","2.9","16.1","4.1","13.9","3.3","11.1","3.6","9.8","3.1","3.9","2.1","0.6","0.6","40961","5522","52742","4521","(X)","(X)","(X)","(X)","37.5","(X)"
"0500000US04001","Apache County, Arizona","19855","803","21.9","3.1","7.6","2.1","14","2.7","12.4","2.5","15.4","3.4","12.6","2.2","8.7","3","6.1","1.9","0.5","0.4","0.7","0.8","29417","2892","40501","4328","50.1","(X)","(X)","(X)","(X)","(X)","13904","889","17.5","4.1","7.7","2.6","14.1","2.6","12","3.1","15.3","3.4","13.9","3","10.6","4","7.2","2.6","0.7","0.6","1.1","1.2","33365","6194","45540","6060","(X)","(X)","53.2","(X)","(X)","(X)","7566","869","5.7","2","3.6","2.1","12.7","3.4","12.1","4.6","19","5.5","13.4","3.8","18.1","6.9","12.5","4.5","1","0.9","2","2.1","48123","6584","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5951","817","34.3","5.6","10.1","3.8","14.6","6.5","15.7","5.7","10","4.1","8","4.2","3.9","2.6","3.4","3.4","0","2.8","0","2.8","16986","4782","25945","4528","(X)","(X)","(X)","(X)","40.7","(X)"
"0500000US04003","Cochise County, Arizona","50202","2223","8.7","1.9","6.8","1.6","14","2.4","11.1","2.1","13.9","2.4","18.2","2.9","10.8","2.4","10","2.1","4","1.8","2.5","1.1","43291","4853","58109","3232","34.8","(X)","(X)","(X)","(X)","(X)","34239","2271","4.5","1.6","4.6","1.8","10.8","2.5","9.9","2.6","14.8","3","21.9","4.2","11.9","2.9","12.3","3","5.7","2.6","3.7","1.6","55443","4480","68974","3844","(X)","(X)","36.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","65659","5355","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15963","1664","19.2","4.6","11.5","3.8","22.3","5.5","13.7","3.3","10.3","3","11.5","3.3","7.5","4.4","3.6","2.2","0.3","0.5","0","1","23404","2709","32606","3476","(X)","(X)","(X)","(X)","29.9","(X)"
"0500000US04005","Coconino County, Arizona","45911","1843","9.6","2.4","4.9","1.6","10.2","2.5","7.7","2.3","13.3","2.3","17.8","2.8","14.2","2.3","13.3","2.6","4.4","1.6","4.6","1.5","53152","4204","73662","6707","40.8","(X)","(X)","(X)","(X)","(X)","28210","2233","4.7","1.5","3","1.3","7.8","2","4","1.5","11.8","2.5","20.4","3.7","17.7","3.4","17.8","3.6","7","2.5","6","2.4","71254","6760","91311","9643","(X)","(X)","41.3","(X)","(X)","(X)","20966","1948","2.2","1.1","1.9","1.4","5.4","1.7","2.8","1.4","9.6","2.7","18.4","4","20.4","3.6","22.3","4.3","8.9","3.2","8.1","3.2","86485","7586","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17701","1701","19.5","5.7","8.4","3.5","16.3","5.3","13.1","4.7","13.5","4.3","14","4.7","6.9","2.5","6.2","2.7","0.2","0.3","2","1.5","28862","5823","42654","5951","(X)","(X)","(X)","(X)","36.7","(X)"
"0500000US04013","Maricopa County, Arizona","1480327","8391","6.8","0.3","4.2","0.3","9.6","0.4","9.9","0.3","14.1","0.5","18.7","0.5","12.3","0.4","13.6","0.4","5.4","0.2","5.3","0.3","56004","681","77439","1018","37","(X)","(X)","(X)","(X)","(X)","959740","9362","4.8","0.4","2.8","0.3","6.9","0.4","8.9","0.4","13","0.6","19.5","0.6","13.8","0.6","16.6","0.6","6.9","0.4","6.7","0.4","66305","855","88731","1425","(X)","(X)","38.1","(X)","(X)","(X)","689826","9841","2.1","0.3","1.7","0.3","4.4","0.4","6.8","0.4","11.4","0.6","19.6","0.7","15.9","0.7","20.2","0.7","9.2","0.5","8.8","0.5","80851","1024","103592","1871","(X)","(X)","(X)","(X)","(X)","(X)","520587","9398","11.8","0.7","7.1","0.6","15.3","0.8","12.7","0.7","16.4","0.8","16.5","0.8","8.2","0.6","7.2","0.6","2.2","0.3","2.5","0.3","37133","798","52816","1305","(X)","(X)","(X)","(X)","33.2","(X)"
"0500000US04015","Mohave County, Arizona","83801","3330","6.5","1.4","6.1","1.4","15.5","2","13.9","2.4","16.6","1.9","19.9","2.2","8.9","1.5","9","1.6","2","0.9","1.5","0.7","40908","2716","54325","3004","37.9","(X)","(X)","(X)","(X)","(X)","55229","3050","4.1","1.3","3.3","1.3","10.8","2","14.6","3","20.8","3","21.1","2.6","10","2.1","11.1","2.3","2.5","1","1.7","0.9","47035","2750","60371","4022","(X)","(X)","37.9","(X)","(X)","(X)","40058","2496","2.4","1.4","2","1","7.1","1.9","11.2","2.4","21.9","3","23.1","3","12.9","2.7","14","2.8","3.3","1.3","2","1","56161","3231","N","N","(X)","(X)","(X)","(X)","(X)","(X)","28572","2420","12.4","3","12.8","3.2","24","4.2","14.1","3.7","10.4","3.3","16.6","3.8","4.8","2","3.9","2.6","0.2","0.3","0.8","0.8","25416","2757","37735","4941","(X)","(X)","(X)","(X)","35.7","(X)"
"0500000US04017","Navajo County, Arizona","33772","1686","14.4","2.6","7.1","1.6","15","2.3","10.6","2.3","13.3","2.5","19.2","2.5","8.9","2.1","7.4","1.8","2.8","1.4","1.1","0.7","37833","4250","49475","2821","36.4","(X)","(X)","(X)","(X)","(X)","24467","1601","11","2.3","4.3","1.5","13.8","2.6","11.7","2.6","13.5","2.7","21.9","3.2","9.3","2.4","9.2","2.2","3.7","2","1.5","1","46714","4184","55744","4026","(X)","(X)","37.9","(X)","(X)","(X)","17236","1239","5.9","2.6","2.6","1.5","12","3.2","10.7","3.2","13.4","3.6","26.5","4.3","10.3","2.9","11.3","3.1","5","2.9","2.2","1.4","53818","5659","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9305","1060","26.8","5.9","14.2","4.9","16.5","4.9","8","3.6","14.1","5.4","11.1","4","6.1","3.3","3","3","0.2","0.3","0","1.8","20024","4056","30456","3973","(X)","(X)","(X)","(X)","31.6","(X)"
"0500000US04019","Pima County, Arizona","395992","4480","8.3","0.7","5.5","0.6","12.5","0.9","11.4","0.8","14.7","0.9","18.5","0.8","12.1","0.8","10.2","0.7","3.6","0.4","3.2","0.4","47099","1007","64613","1738","32.9","(X)","(X)","(X)","(X)","(X)","241144","5403","4.8","0.7","4.1","0.8","8.8","0.9","10.4","0.9","14.2","1","20.8","1.1","14.4","1","12.9","1","5.1","0.6","4.5","0.6","57542","1783","76587","2602","(X)","(X)","33.5","(X)","(X)","(X)","168493","4627","2","0.5","1.9","0.6","5.4","0.8","8","1","13","1.2","21.5","1.3","17.9","1.4","17.1","1.3","6.9","0.9","6.3","0.8","71947","1669","92180","3386","(X)","(X)","(X)","(X)","(X)","(X)","154848","4979","14.7","1.5","8.4","1.1","18.3","1.8","13.6","1.2","15.3","1.5","14.2","1.3","7.6","1.1","5.7","0.8","1.1","0.3","0.9","0.3","31191","1239","43583","1908","(X)","(X)","(X)","(X)","30.5","(X)"
"0500000US04021","Pinal County, Arizona","128395","3435","9.6","1.5","3.7","0.7","10.5","1.3","9.9","1.5","15.5","1.6","21.6","1.9","12.8","1.6","11.1","1.4","3.3","1","2.1","0.8","50770","1841","61240","2374","38.6","(X)","(X)","(X)","(X)","(X)","87840","3292","5.5","1.2","1.8","0.6","7.7","1.5","9.6","1.5","17","2.1","23","2.3","14.7","1.7","13.9","2","4.1","1.4","2.7","1.1","58723","4104","70459","3407","(X)","(X)","38.2","(X)","(X)","(X)","68018","3180","1.7","0.9","1.1","0.5","5.7","1.4","9","1.7","15.9","2.1","23.9","2.5","17.7","2.2","16.6","2.3","5","1.7","3.4","1.4","66663","3645","78725","4092","(X)","(X)","(X)","(X)","(X)","(X)","40555","2801","20.3","3.7","8","2.2","16.6","2.9","11.5","3","13.5","2.8","17.6","3.6","7.5","2.2","3.3","1.5","1.1","0.7","0.7","1","28971","3486","37914","3206","(X)","(X)","(X)","(X)","36.6","(X)"
"0500000US04025","Yavapai County, Arizona","94920","2480","6.2","1.5","5.5","1.4","11.9","1.9","13.1","1.6","14.8","1.7","21.7","2.6","13","2","9","1.6","2.7","1","2.2","0.7","48105","3373","61037","3193","44.5","(X)","(X)","(X)","(X)","(X)","60923","3059","3.7","1.6","2.3","1","8.2","2.2","12.1","2.3","14.3","2.2","25","3.2","16.2","2.7","11.6","2.3","4.1","1.4","2.6","0.9","57859","2842","70490","3897","(X)","(X)","45.8","(X)","(X)","(X)","49455","2906","1.8","0.9","1.9","1.1","5.6","1.9","10.3","2","15.5","2.7","26.4","3.3","18.8","3.1","12.2","2.2","4.9","1.8","2.8","1.1","62777","4500","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33997","2489","12.4","3.3","11","3","21.3","4","14.3","2.9","14.8","3.6","13","3.3","7.4","2.4","4.4","2","0.4","0.4","1.1","0.6","27678","4124","41206","4801","(X)","(X)","(X)","(X)","41.8","(X)"
"0500000US04027","Yuma County, Arizona","71751","1975","8.1","1.7","7.8","1.5","12.2","1.9","16.2","2.6","15.9","2.2","19","2.3","8.7","1.5","7.7","1.5","2.4","0.8","1.9","0.8","40539","2350","52633","2359","33.9","(X)","(X)","(X)","(X)","(X)","52480","2217","6.7","1.9","5.2","1.4","10.4","1.8","17.2","3.1","16.4","2.3","21.1","3","9.5","1.9","8.3","2","3","1","2.3","1","44552","2943","56618","3145","(X)","(X)","35.9","(X)","(X)","(X)","38080","2243","2","1.1","3.4","1.4","7.6","1.9","18.3","3.6","17.3","2.6","24.4","3.8","10.7","2.4","10.1","2.7","3.3","1.2","2.8","1.4","52002","4389","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19271","1858","16","4.2","13.6","3.6","18.2","4.6","14.1","4.4","12.7","3.8","12.2","3","7.6","2.9","4.3","2.2","0.2","0.4","1.1","0.8","26246","3292","38612","4634","(X)","(X)","(X)","(X)","27.9","(X)"
"0500000US05007","Benton County, Arkansas","91670","1659","3.8","1","4.8","1.1","8.8","1.3","9.9","1.5","15.6","1.7","21.2","2.4","10.7","1.6","13.5","1.5","4.8","1.2","7","1.1","58770","3471","81004","3817","34.7","(X)","(X)","(X)","(X)","(X)","65677","2577","2.5","0.9","3","1.1","6.1","1.4","10","1.9","13.7","2","22.4","2.8","11.6","2","15.9","1.9","5.8","1.6","8.9","1.4","67268","2372","92626","4918","(X)","(X)","35.6","(X)","(X)","(X)","53735","2620","0.7","0.4","2.5","1.1","3.7","0.9","8.2","1.7","12.9","2","23.5","3.1","12.9","2.3","18.5","2.4","6.4","1.7","10.7","1.7","72915","3191","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25993","2264","8.7","2.8","9.7","2.8","16.5","3.5","11.5","2.8","19.9","3.8","15.4","3","6.9","2.1","7","2.4","2.9","2.1","1.5","1.1","36728","2267","48611","4203","(X)","(X)","(X)","(X)","29.7","(X)"
"0500000US05031","Craighead County, Arkansas","39826","1214","8","2.2","6.9","1.9","15.5","3.4","15.3","3.4","12.8","2.1","16","3.1","12.4","3.2","7.3","1.8","3.9","1.9","2.1","1","40085","5153","57172","4495","23.1","(X)","(X)","(X)","(X)","(X)","25151","2004","4.7","2.5","3.2","1.4","10.3","3.9","15.8","3.6","12.9","2.9","16","3.6","16.8","4.5","10.9","3","6.1","3","3.3","1.5","53304","8635","71963","6489","(X)","(X)","22.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70603","8193","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14675","2017","14.7","4.4","12.7","4.7","25.8","7.8","15.7","6.7","11.7","4.2","14.5","5.3","4","2.6","1.1","1.1","0","1","0","1","23666","3202","30121","3129","(X)","(X)","(X)","(X)","21","(X)"
"0500000US05045","Faulkner County, Arkansas","44011","1396","7.7","1.9","5.3","1.6","13.1","2.5","10.2","2.4","13.1","2.3","16.9","3","11.2","2.2","14.9","2.4","4","1.4","3.5","1.5","50596","3901","67295","4811","33.1","(X)","(X)","(X)","(X)","(X)","28935","1757","2.8","1.6","3.2","1.9","9.9","2.9","10.5","3.6","11.9","3","18.1","4.2","15.5","3.5","18.2","3.3","5.4","2.3","4.6","2.1","65391","10435","79272","6614","(X)","(X)","35.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77088","5413","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15076","1785","17.4","5","11","3.1","20.3","5.6","8.9","3.9","13.3","4.7","15.2","5.1","2.7","1.7","8.6","4.1","1.2","1.1","1.3","1.3","25576","3676","42703","5982","(X)","(X)","(X)","(X)","28.2","(X)"
"0500000US05051","Garland County, Arkansas","40134","1908","9.2","2.7","9.1","2.2","14.8","3.3","13","2.6","17","3.2","16.4","3","8.8","2.2","7.7","1.9","1.4","0.8","2.5","1.4","37013","1968","58879","9168","24.3","(X)","(X)","(X)","(X)","(X)","25513","1801","4.9","2.6","5.2","2","10.7","3.6","8.9","3.3","20.3","4.8","20.4","4.2","12.5","3.3","11.5","3.1","1.9","1.2","3.8","2.3","50006","5973","75248","15213","(X)","(X)","24.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","56082","6641","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14621","1807","18","6.5","16.7","4.8","21.7","5.7","19.7","5","10.5","3.4","9.8","3.8","1.6","1.3","1.2","1.2","0.4","0.8","0.3","0.4","21941","3183","29308","4780","(X)","(X)","(X)","(X)","23.2","(X)"
"0500000US05069","Jefferson County, Arkansas","26512","1274","15.2","4.1","9","2.9","12.5","2.8","13","3.4","14.6","3.1","17","3.1","8.1","2.4","8.2","2.7","1.2","0.7","1.3","1","35381","4557","48260","4878","38.1","(X)","(X)","(X)","(X)","(X)","16223","1182","9.8","3.7","6.2","2.8","8","3","14.4","4.1","15.8","4","19.1","4.4","11.2","4.1","12.7","4.3","1.2","0.9","1.4","1.3","43710","5163","58910","7091","(X)","(X)","37.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","60755","8836","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10289","1302","25.1","7.8","12.1","5.3","21","6.7","9.1","4.6","13.9","5.2","13.5","4.5","3.6","2.7","0.4","0.6","0.3","0.5","1","1.3","21117","2834","29805","4101","(X)","(X)","(X)","(X)","36.5","(X)"
"0500000US05085","Lonoke County, Arkansas","26422","989","6.2","2.3","4.9","2.1","9.1","2.7","9.3","2.4","11.8","2.8","22.5","3.9","16.1","3.4","17.1","3.5","2.1","1.3","1","0.7","56893","5864","65135","4146","32.1","(X)","(X)","(X)","(X)","(X)","21111","1251","3.5","1.8","1.9","1.6","7.2","3","8.8","2.7","10.9","3.1","26.3","4.6","16.9","4.1","20.5","4.2","2.6","1.6","1.3","0.9","66212","5363","72686","4571","(X)","(X)","30.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","73048","5721","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5311","897","21.9","8.8","16.7","8.3","15.5","6.1","11.7","6.9","16.8","7","5.5","3.9","9.4","5.9","2.6","2.6","0","2.8","0","2.8","21775","6849","30549","4995","(X)","(X)","(X)","(X)","35.7","(X)"
"0500000US05119","Pulaski County, Arkansas","157401","3215","10","1.4","5.4","0.9","13","1.5","10.8","1.3","14.6","1.8","16.7","1.8","10.3","1.4","10.1","1.2","4.1","0.8","5.2","0.8","46070","1934","69335","3344","32.9","(X)","(X)","(X)","(X)","(X)","95138","3403","6.2","1.7","4.3","1.1","10.8","1.9","9.3","1.5","12.2","2.2","16.8","2","12.3","2","14.3","1.8","5.9","1.1","7.9","1.3","59142","3827","86805","5033","(X)","(X)","33.9","(X)","(X)","(X)","62806","3458","1.5","0.7","1.5","0.8","6.1","2","6.8","1.7","11.9","2.4","17.2","2.3","15.3","2.4","20","2.6","8.3","1.6","11.3","1.9","82082","4795","110918","7096","(X)","(X)","(X)","(X)","(X)","(X)","62263","3239","17.1","2.3","7.4","1.6","16.6","2.7","13.6","2.5","18.7","3.1","14.9","2.8","6.7","1.7","3","1","0.9","0.7","1.1","0.7","30431","2775","40271","3054","(X)","(X)","(X)","(X)","29.4","(X)"
